,id,label,fn,valid
142,8196,dog,cifar10/train/dog/8196_dog.png,0
143,25492,cat,cifar10/train/cat/25492_cat.png,0
144,13186,deer,cifar10/train/deer/13186_deer.png,0
145,30525,truck,cifar10/train/truck/30525_truck.png,0
146,11891,bird,cifar10/train/bird/11891_bird.png,0
147,21605,airplane,cifar10/train/airplane/21605_airplane.png,0
148,28813,cat,cifar10/train/cat/28813_cat.png,0
149,8513,frog,cifar10/train/frog/8513_frog.png,0
150,23179,deer,cifar10/train/deer/23179_deer.png,0
151,17337,cat,cifar10/train/cat/17337_cat.png,0
152,42062,bird,cifar10/train/bird/42062_bird.png,0
153,26336,cat,cifar10/train/cat/26336_cat.png,0
154,22822,automobile,cifar10/train/automobile/22822_automobile.png,0
155,7585,deer,cifar10/train/deer/7585_deer.png,0
156,19582,horse,cifar10/train/horse/19582_horse.png,0
157,13287,cat,cifar10/train/cat/13287_cat.png,0
158,22258,airplane,cifar10/train/airplane/22258_airplane.png,0
159,34431,deer,cifar10/train/deer/34431_deer.png,0
160,40676,truck,cifar10/train/truck/40676_truck.png,0
161,17598,bird,cifar10/train/bird/17598_bird.png,0
162,26978,deer,cifar10/train/deer/26978_deer.png,0
163,34280,airplane,cifar10/train/airplane/34280_airplane.png,0
164,22093,automobile,cifar10/train/automobile/22093_automobile.png,0
165,6319,cat,cifar10/train/cat/6319_cat.png,0
166,37115,truck,cifar10/train/truck/37115_truck.png,0
167,28285,truck,cifar10/train/truck/28285_truck.png,0
168,11759,deer,cifar10/train/deer/11759_deer.png,0
169,35206,truck,cifar10/train/truck/35206_truck.png,0
170,8865,bird,cifar10/train/bird/8865_bird.png,0
171,20307,automobile,cifar10/train/automobile/20307_automobile.png,0
172,25255,frog,cifar10/train/frog/25255_frog.png,0
173,25565,frog,cifar10/train/frog/25565_frog.png,0
174,17717,airplane,cifar10/train/airplane/17717_airplane.png,0
175,39556,truck,cifar10/train/truck/39556_truck.png,0
176,24069,bird,cifar10/train/bird/24069_bird.png,0
177,10887,horse,cifar10/train/horse/10887_horse.png,0
178,34560,ship,cifar10/train/ship/34560_ship.png,0
179,14881,dog,cifar10/train/dog/14881_dog.png,0
180,33326,truck,cifar10/train/truck/33326_truck.png,0
181,6723,dog,cifar10/train/dog/6723_dog.png,0
182,49109,horse,cifar10/train/horse/49109_horse.png,0
183,48666,dog,cifar10/train/dog/48666_dog.png,0
184,32059,bird,cifar10/train/bird/32059_bird.png,0
185,21840,ship,cifar10/train/ship/21840_ship.png,0
186,36510,bird,cifar10/train/bird/36510_bird.png,0
187,21190,dog,cifar10/train/dog/21190_dog.png,0
188,45992,dog,cifar10/train/dog/45992_dog.png,0
189,1931,horse,cifar10/train/horse/1931_horse.png,0
190,39762,horse,cifar10/train/horse/39762_horse.png,0
191,27006,horse,cifar10/train/horse/27006_horse.png,0
192,43731,airplane,cifar10/train/airplane/43731_airplane.png,0
193,49123,truck,cifar10/train/truck/49123_truck.png,0
194,18402,airplane,cifar10/train/airplane/18402_airplane.png,0
195,17781,automobile,cifar10/train/automobile/17781_automobile.png,0
196,2179,frog,cifar10/train/frog/2179_frog.png,0
197,10105,deer,cifar10/train/deer/10105_deer.png,0
198,26341,airplane,cifar10/train/airplane/26341_airplane.png,0
199,34986,frog,cifar10/train/frog/34986_frog.png,0
200,26442,bird,cifar10/train/bird/26442_bird.png,0
201,21334,truck,cifar10/train/truck/21334_truck.png,0
202,971,ship,cifar10/train/ship/971_ship.png,0
203,6005,frog,cifar10/train/frog/6005_frog.png,0
204,18842,ship,cifar10/train/ship/18842_ship.png,0
205,27927,frog,cifar10/train/frog/27927_frog.png,0
206,32561,horse,cifar10/train/horse/32561_horse.png,0
207,20637,automobile,cifar10/train/automobile/20637_automobile.png,0
208,27717,truck,cifar10/train/truck/27717_truck.png,0
209,45391,airplane,cifar10/train/airplane/45391_airplane.png,0
210,36640,truck,cifar10/train/truck/36640_truck.png,0
211,2531,truck,cifar10/train/truck/2531_truck.png,0
212,15032,dog,cifar10/train/dog/15032_dog.png,0
213,9325,airplane,cifar10/train/airplane/9325_airplane.png,0
214,6711,airplane,cifar10/train/airplane/6711_airplane.png,0
215,40419,dog,cifar10/train/dog/40419_dog.png,0
216,13546,ship,cifar10/train/ship/13546_ship.png,0
217,2155,deer,cifar10/train/deer/2155_deer.png,0
218,11699,frog,cifar10/train/frog/11699_frog.png,0
219,47704,automobile,cifar10/train/automobile/47704_automobile.png,0
220,32416,cat,cifar10/train/cat/32416_cat.png,0
221,23807,cat,cifar10/train/cat/23807_cat.png,0
222,25669,ship,cifar10/train/ship/25669_ship.png,0
223,41843,horse,cifar10/train/horse/41843_horse.png,0
224,42767,truck,cifar10/train/truck/42767_truck.png,0
225,28938,automobile,cifar10/train/automobile/28938_automobile.png,0
226,4974,ship,cifar10/train/ship/4974_ship.png,0
227,25131,horse,cifar10/train/horse/25131_horse.png,0
228,33961,deer,cifar10/train/deer/33961_deer.png,0
229,48078,automobile,cifar10/train/automobile/48078_automobile.png,0
230,20690,horse,cifar10/train/horse/20690_horse.png,0
231,35743,deer,cifar10/train/deer/35743_deer.png,0
232,9170,frog,cifar10/train/frog/9170_frog.png,0
233,2808,airplane,cifar10/train/airplane/2808_airplane.png,0
234,35382,truck,cifar10/train/truck/35382_truck.png,0
235,30755,ship,cifar10/train/ship/30755_ship.png,0
236,1786,dog,cifar10/train/dog/1786_dog.png,0
237,16549,automobile,cifar10/train/automobile/16549_automobile.png,0
238,37945,airplane,cifar10/train/airplane/37945_airplane.png,0
239,49870,bird,cifar10/train/bird/49870_bird.png,0
240,29777,automobile,cifar10/train/automobile/29777_automobile.png,0
241,10053,frog,cifar10/train/frog/10053_frog.png,0
242,6452,deer,cifar10/train/deer/6452_deer.png,0
243,20852,airplane,cifar10/train/airplane/20852_airplane.png,0
244,30408,airplane,cifar10/train/airplane/30408_airplane.png,0
245,15433,horse,cifar10/train/horse/15433_horse.png,0
246,10685,horse,cifar10/train/horse/10685_horse.png,0
247,49697,ship,cifar10/train/ship/49697_ship.png,0
248,12286,ship,cifar10/train/ship/12286_ship.png,0
249,47039,horse,cifar10/train/horse/47039_horse.png,0
250,45147,horse,cifar10/train/horse/45147_horse.png,0
251,9367,frog,cifar10/train/frog/9367_frog.png,0
252,35835,airplane,cifar10/train/airplane/35835_airplane.png,0
253,8756,dog,cifar10/train/dog/8756_dog.png,0
254,36900,cat,cifar10/train/cat/36900_cat.png,0
255,20098,frog,cifar10/train/frog/20098_frog.png,0
256,31208,automobile,cifar10/train/automobile/31208_automobile.png,0
257,38601,truck,cifar10/train/truck/38601_truck.png,0
258,39953,automobile,cifar10/train/automobile/39953_automobile.png,0
259,27009,automobile,cifar10/train/automobile/27009_automobile.png,0
260,49489,automobile,cifar10/train/automobile/49489_automobile.png,0
261,42469,ship,cifar10/train/ship/42469_ship.png,0
262,40462,frog,cifar10/train/frog/40462_frog.png,0
263,48724,dog,cifar10/train/dog/48724_dog.png,0
264,10196,deer,cifar10/train/deer/10196_deer.png,0
265,9735,horse,cifar10/train/horse/9735_horse.png,0
266,34614,bird,cifar10/train/bird/34614_bird.png,0
267,33233,bird,cifar10/train/bird/33233_bird.png,0
268,35330,truck,cifar10/train/truck/35330_truck.png,0
269,36426,bird,cifar10/train/bird/36426_bird.png,0
270,2214,truck,cifar10/train/truck/2214_truck.png,0
271,43205,automobile,cifar10/train/automobile/43205_automobile.png,0
272,13391,deer,cifar10/train/deer/13391_deer.png,0
273,37856,bird,cifar10/train/bird/37856_bird.png,0
274,16921,horse,cifar10/train/horse/16921_horse.png,0
275,6495,automobile,cifar10/train/automobile/6495_automobile.png,0
276,20419,ship,cifar10/train/ship/20419_ship.png,0
277,5478,cat,cifar10/train/cat/5478_cat.png,0
278,45484,airplane,cifar10/train/airplane/45484_airplane.png,0
279,49223,cat,cifar10/train/cat/49223_cat.png,0
280,31520,horse,cifar10/train/horse/31520_horse.png,0
281,39313,cat,cifar10/train/cat/39313_cat.png,0
282,21399,bird,cifar10/train/bird/21399_bird.png,0
283,1060,ship,cifar10/train/ship/1060_ship.png,0
284,17164,cat,cifar10/train/cat/17164_cat.png,0
285,17821,cat,cifar10/train/cat/17821_cat.png,0
286,19495,frog,cifar10/train/frog/19495_frog.png,0
287,15545,cat,cifar10/train/cat/15545_cat.png,0
288,40680,airplane,cifar10/train/airplane/40680_airplane.png,0
289,47226,automobile,cifar10/train/automobile/47226_automobile.png,0
290,20408,frog,cifar10/train/frog/20408_frog.png,0
291,29788,ship,cifar10/train/ship/29788_ship.png,0
292,39331,truck,cifar10/train/truck/39331_truck.png,0
293,40656,automobile,cifar10/train/automobile/40656_automobile.png,0
294,34386,truck,cifar10/train/truck/34386_truck.png,0
295,32006,cat,cifar10/train/cat/32006_cat.png,0
296,37830,automobile,cifar10/train/automobile/37830_automobile.png,0
297,14929,dog,cifar10/train/dog/14929_dog.png,0
298,4538,truck,cifar10/train/truck/4538_truck.png,0
299,18783,ship,cifar10/train/ship/18783_ship.png,0
300,41788,deer,cifar10/train/deer/41788_deer.png,0
301,36002,dog,cifar10/train/dog/36002_dog.png,0
302,10775,ship,cifar10/train/ship/10775_ship.png,0
303,37800,horse,cifar10/train/horse/37800_horse.png,0
304,42233,cat,cifar10/train/cat/42233_cat.png,0
305,16585,frog,cifar10/train/frog/16585_frog.png,0
306,21860,bird,cifar10/train/bird/21860_bird.png,0
307,21466,airplane,cifar10/train/airplane/21466_airplane.png,0
308,14691,dog,cifar10/train/dog/14691_dog.png,0
309,20401,cat,cifar10/train/cat/20401_cat.png,0
310,7417,dog,cifar10/train/dog/7417_dog.png,0
311,24260,ship,cifar10/train/ship/24260_ship.png,0
312,41731,airplane,cifar10/train/airplane/41731_airplane.png,0
313,25092,airplane,cifar10/train/airplane/25092_airplane.png,0
314,17198,horse,cifar10/train/horse/17198_horse.png,0
315,45679,airplane,cifar10/train/airplane/45679_airplane.png,0
316,22079,dog,cifar10/train/dog/22079_dog.png,0
317,47169,horse,cifar10/train/horse/47169_horse.png,0
318,33922,airplane,cifar10/train/airplane/33922_airplane.png,0
319,38562,automobile,cifar10/train/automobile/38562_automobile.png,0
320,48805,ship,cifar10/train/ship/48805_ship.png,0
321,38460,ship,cifar10/train/ship/38460_ship.png,0
322,14202,horse,cifar10/train/horse/14202_horse.png,0
323,44019,automobile,cifar10/train/automobile/44019_automobile.png,0
324,44884,airplane,cifar10/train/airplane/44884_airplane.png,0
325,20011,deer,cifar10/train/deer/20011_deer.png,0
326,5245,ship,cifar10/train/ship/5245_ship.png,0
327,36176,frog,cifar10/train/frog/36176_frog.png,0
328,15134,bird,cifar10/train/bird/15134_bird.png,0
329,25897,truck,cifar10/train/truck/25897_truck.png,0
330,1178,airplane,cifar10/train/airplane/1178_airplane.png,0
331,48322,automobile,cifar10/train/automobile/48322_automobile.png,0
332,19164,automobile,cifar10/train/automobile/19164_automobile.png,0
333,16765,automobile,cifar10/train/automobile/16765_automobile.png,0
334,43233,cat,cifar10/train/cat/43233_cat.png,0
335,13422,automobile,cifar10/train/automobile/13422_automobile.png,0
336,31034,horse,cifar10/train/horse/31034_horse.png,0
337,46346,truck,cifar10/train/truck/46346_truck.png,0
338,43164,automobile,cifar10/train/automobile/43164_automobile.png,0
339,36532,dog,cifar10/train/dog/36532_dog.png,0
340,4782,horse,cifar10/train/horse/4782_horse.png,0
341,1175,frog,cifar10/train/frog/1175_frog.png,0
342,17087,frog,cifar10/train/frog/17087_frog.png,0
343,34254,bird,cifar10/train/bird/34254_bird.png,0
344,40797,frog,cifar10/train/frog/40797_frog.png,0
345,42649,airplane,cifar10/train/airplane/42649_airplane.png,0
346,25198,airplane,cifar10/train/airplane/25198_airplane.png,0
347,45941,dog,cifar10/train/dog/45941_dog.png,0
348,41251,ship,cifar10/train/ship/41251_ship.png,0
349,45786,deer,cifar10/train/deer/45786_deer.png,0
350,14415,deer,cifar10/train/deer/14415_deer.png,0
351,29950,cat,cifar10/train/cat/29950_cat.png,0
352,45428,bird,cifar10/train/bird/45428_bird.png,0
353,22273,cat,cifar10/train/cat/22273_cat.png,0
354,43249,dog,cifar10/train/dog/43249_dog.png,0
355,37411,ship,cifar10/train/ship/37411_ship.png,0
356,18102,airplane,cifar10/train/airplane/18102_airplane.png,0
357,2368,ship,cifar10/train/ship/2368_ship.png,0
358,2643,ship,cifar10/train/ship/2643_ship.png,0
359,6360,truck,cifar10/train/truck/6360_truck.png,0
360,6933,automobile,cifar10/train/automobile/6933_automobile.png,0
361,38062,horse,cifar10/train/horse/38062_horse.png,0
362,35320,bird,cifar10/train/bird/35320_bird.png,0
363,37448,horse,cifar10/train/horse/37448_horse.png,0
364,6787,cat,cifar10/train/cat/6787_cat.png,0
365,29632,deer,cifar10/train/deer/29632_deer.png,0
366,33592,horse,cifar10/train/horse/33592_horse.png,0
367,10655,automobile,cifar10/train/automobile/10655_automobile.png,0
368,27488,automobile,cifar10/train/automobile/27488_automobile.png,0
369,40551,frog,cifar10/train/frog/40551_frog.png,0
370,30186,cat,cifar10/train/cat/30186_cat.png,0
371,18,bird,cifar10/train/bird/18_bird.png,0
372,40954,cat,cifar10/train/cat/40954_cat.png,0
373,40010,horse,cifar10/train/horse/40010_horse.png,0
374,43741,deer,cifar10/train/deer/43741_deer.png,0
375,15439,airplane,cifar10/train/airplane/15439_airplane.png,0
376,12955,truck,cifar10/train/truck/12955_truck.png,0
377,37695,horse,cifar10/train/horse/37695_horse.png,0
378,37651,horse,cifar10/train/horse/37651_horse.png,0
379,40341,automobile,cifar10/train/automobile/40341_automobile.png,0
380,32843,cat,cifar10/train/cat/32843_cat.png,0
381,38919,automobile,cifar10/train/automobile/38919_automobile.png,0
382,5842,horse,cifar10/train/horse/5842_horse.png,0
383,15190,truck,cifar10/train/truck/15190_truck.png,0
384,20532,airplane,cifar10/train/airplane/20532_airplane.png,0
385,11834,truck,cifar10/train/truck/11834_truck.png,0
386,37220,truck,cifar10/train/truck/37220_truck.png,0
387,16438,cat,cifar10/train/cat/16438_cat.png,0
388,2104,dog,cifar10/train/dog/2104_dog.png,0
389,38101,deer,cifar10/train/deer/38101_deer.png,0
390,40006,deer,cifar10/train/deer/40006_deer.png,0
391,23105,frog,cifar10/train/frog/23105_frog.png,0
392,30601,ship,cifar10/train/ship/30601_ship.png,0
393,19447,cat,cifar10/train/cat/19447_cat.png,0
394,17423,ship,cifar10/train/ship/17423_ship.png,0
395,20412,deer,cifar10/train/deer/20412_deer.png,0
396,44287,truck,cifar10/train/truck/44287_truck.png,0
397,32795,dog,cifar10/train/dog/32795_dog.png,0
398,49178,cat,cifar10/train/cat/49178_cat.png,0
399,35597,bird,cifar10/train/bird/35597_bird.png,0
400,42945,airplane,cifar10/train/airplane/42945_airplane.png,0
401,39077,horse,cifar10/train/horse/39077_horse.png,0
402,46264,dog,cifar10/train/dog/46264_dog.png,0
403,13465,bird,cifar10/train/bird/13465_bird.png,0
404,11109,automobile,cifar10/train/automobile/11109_automobile.png,0
405,32468,dog,cifar10/train/dog/32468_dog.png,0
406,1517,dog,cifar10/train/dog/1517_dog.png,0
407,24137,automobile,cifar10/train/automobile/24137_automobile.png,0
408,39076,airplane,cifar10/train/airplane/39076_airplane.png,0
409,8238,horse,cifar10/train/horse/8238_horse.png,0
410,407,airplane,cifar10/train/airplane/407_airplane.png,0
411,40356,horse,cifar10/train/horse/40356_horse.png,0
412,27380,truck,cifar10/train/truck/27380_truck.png,0
413,12921,deer,cifar10/train/deer/12921_deer.png,0
414,5096,bird,cifar10/train/bird/5096_bird.png,0
415,33914,cat,cifar10/train/cat/33914_cat.png,0
416,11907,ship,cifar10/train/ship/11907_ship.png,0
417,20160,frog,cifar10/train/frog/20160_frog.png,0
418,34811,truck,cifar10/train/truck/34811_truck.png,0
419,13888,horse,cifar10/train/horse/13888_horse.png,0
420,2486,deer,cifar10/train/deer/2486_deer.png,0
421,45134,dog,cifar10/train/dog/45134_dog.png,0
422,42610,frog,cifar10/train/frog/42610_frog.png,0
423,26822,truck,cifar10/train/truck/26822_truck.png,0
424,36682,bird,cifar10/train/bird/36682_bird.png,0
425,49953,ship,cifar10/train/ship/49953_ship.png,0
426,40647,deer,cifar10/train/deer/40647_deer.png,0
427,48670,ship,cifar10/train/ship/48670_ship.png,0
428,38774,deer,cifar10/train/deer/38774_deer.png,0
429,29459,dog,cifar10/train/dog/29459_dog.png,0
430,17904,cat,cifar10/train/cat/17904_cat.png,0
431,22090,automobile,cifar10/train/automobile/22090_automobile.png,0
432,30465,truck,cifar10/train/truck/30465_truck.png,0
433,13870,truck,cifar10/train/truck/13870_truck.png,0
434,9630,ship,cifar10/train/ship/9630_ship.png,0
435,18640,truck,cifar10/train/truck/18640_truck.png,0
436,14652,airplane,cifar10/train/airplane/14652_airplane.png,0
437,14277,ship,cifar10/train/ship/14277_ship.png,0
438,40478,horse,cifar10/train/horse/40478_horse.png,0
439,37777,deer,cifar10/train/deer/37777_deer.png,0
440,36891,automobile,cifar10/train/automobile/36891_automobile.png,0
441,46540,ship,cifar10/train/ship/46540_ship.png,0
442,5905,dog,cifar10/train/dog/5905_dog.png,0
443,6203,deer,cifar10/train/deer/6203_deer.png,0
444,46053,bird,cifar10/train/bird/46053_bird.png,0
445,1365,horse,cifar10/train/horse/1365_horse.png,0
446,45571,deer,cifar10/train/deer/45571_deer.png,0
447,43973,frog,cifar10/train/frog/43973_frog.png,0
448,23806,automobile,cifar10/train/automobile/23806_automobile.png,0
449,35242,deer,cifar10/train/deer/35242_deer.png,0
450,36612,horse,cifar10/train/horse/36612_horse.png,0
451,5828,airplane,cifar10/train/airplane/5828_airplane.png,0
452,12101,frog,cifar10/train/frog/12101_frog.png,0
453,30098,dog,cifar10/train/dog/30098_dog.png,0
454,2354,bird,cifar10/train/bird/2354_bird.png,0
455,45486,ship,cifar10/train/ship/45486_ship.png,0
456,16339,cat,cifar10/train/cat/16339_cat.png,0
457,23559,bird,cifar10/train/bird/23559_bird.png,0
458,16801,airplane,cifar10/train/airplane/16801_airplane.png,0
459,2441,ship,cifar10/train/ship/2441_ship.png,0
460,30167,horse,cifar10/train/horse/30167_horse.png,0
461,2672,deer,cifar10/train/deer/2672_deer.png,0
462,42352,automobile,cifar10/train/automobile/42352_automobile.png,0
463,545,horse,cifar10/train/horse/545_horse.png,0
464,38798,horse,cifar10/train/horse/38798_horse.png,0
465,29746,ship,cifar10/train/ship/29746_ship.png,0
466,40343,airplane,cifar10/train/airplane/40343_airplane.png,0
467,26265,bird,cifar10/train/bird/26265_bird.png,0
468,39977,deer,cifar10/train/deer/39977_deer.png,0
469,1492,bird,cifar10/train/bird/1492_bird.png,0
470,3455,bird,cifar10/train/bird/3455_bird.png,0
471,36723,airplane,cifar10/train/airplane/36723_airplane.png,0
472,28933,bird,cifar10/train/bird/28933_bird.png,0
473,31018,ship,cifar10/train/ship/31018_ship.png,0
474,13235,cat,cifar10/train/cat/13235_cat.png,0
475,46649,automobile,cifar10/train/automobile/46649_automobile.png,0
476,3986,frog,cifar10/train/frog/3986_frog.png,0
477,6659,automobile,cifar10/train/automobile/6659_automobile.png,0
478,13660,airplane,cifar10/train/airplane/13660_airplane.png,0
479,18848,ship,cifar10/train/ship/18848_ship.png,0
480,7538,frog,cifar10/train/frog/7538_frog.png,0
481,27520,dog,cifar10/train/dog/27520_dog.png,0
482,25010,truck,cifar10/train/truck/25010_truck.png,0
483,17809,dog,cifar10/train/dog/17809_dog.png,0
484,43617,horse,cifar10/train/horse/43617_horse.png,0
485,6822,horse,cifar10/train/horse/6822_horse.png,0
486,14331,dog,cifar10/train/dog/14331_dog.png,0
487,33365,deer,cifar10/train/deer/33365_deer.png,0
488,37443,truck,cifar10/train/truck/37443_truck.png,0
